C00ECK5	C00ECK6	C00ECK40	C00ECK77	C10ECK7	C10ECK8	C10ECK43	C10ECK44	C10ECK45	C10ECK79	C10ECK80	C10ECK81	C30ECK10	C30ECK11	C30ECK12	C30ECK46	C30ECK47	C30ECK48	C30ECK83	C30ECK84	C120ECK13	C120ECK14	C120ECK15	C120ECK49	C120ECK50	C120ECK51	C120ECK85	C120ECK87	C720ECK16	C720ECK17	C720ECK52	C720ECK53	C720ECK54	C720ECK88	C720ECK89	T00ECK22	T00ECK23	T00ECK24	T00ECK59	T00ECK60	T00ECK94	T00ECK95	T00ECK96	T10ECK25	T10ECK26	T10ECK27	T10ECK61	T10ECK62	T10ECK97	T10ECK99	T30ECK28	T30ECK29	T30ECK64	T30ECK65	T30ECK66	T30ECK100	T30ECK101	T30ECK102	T120ECK31	T120ECK32	T120ECK33	T120ECK67	T120ECK68	T120ECK69	T120ECK103	T120ECK104	T120ECK105	T720ECK34	T720ECK36	T720ECK70	T720ECK72	T720ECK106	T720ECK107	T720ECK108
LOC100744527	3.95580369783189	4.01852617503528	4.65025895612493	3.93111696849194	4.05467959031906	4.24230794012669	4.26509105926659	4.39185151115774	3.95891736142943	4.00125182709198	4.430915044556	3.49126311067643	4.04849753354923	4.20823807583779	4.69646176545575	4.17957901200372	3.91289158316917	4.01270928990268	4.10798722671669	4.28020585209155	3.49126311067643	3.88953268372618	4.21859937552946	4.65922599972121	4.34147798546386	4.34480902070567	4.51184250651971	4.63142873139048	4.49221771460644	3.49126311067643	3.89920349075774	4.08768600113489	4.17551430517307	4.20390350533529	3.49126311067643	3.49126311067643	4.10570555764933	4.14287933798706	4.65345004948008	3.91757591503706	4.44084857393047	4.24328146445391	3.86362256861354	4.48124756430116	4.27883480516226	3.93591691239349	4.3006685832139	4.05293753264229	3.96672455041768	4.11507058906489	4.17523245083251	4.63701368093052	4.6188785136608	4.31511525344744	4.53978798173811	4.19123172273026	4.18573814993584	4.49859967064209	4.45675848198837	3.93001477567144	4.02882383990271	4.60843707831199	3.90001431894941	4.33414918703128	4.24474554363035	4.17340230135157	4.3490613329939	4.14254246834203	4.31991142455425	4.42586448400987	3.89481408399204	4.26309001076884	4.19998102515543	3.96397548995462
LOC100744646	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.86426319242409	3.49126311067643	3.49126311067643	4.01270928990268	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	4.0702185017442	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.95680603184671	3.49126311067643	3.9171773835702	3.49126311067643	3.49126311067643	3.92487406825868	3.49126311067643	3.90983650888505	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643
LOC112212449	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643
LOC100744887	10.2055288288779	12.2164232986981	11.9778615857905	11.5321160386609	11.4591896001152	12.3528863481022	11.4909110776614	12.116950044822	11.819357711263	11.9890325275873	11.6061628211464	12.1254748222915	11.612757916672	11.9249835990365	11.4943665241018	12.0001333760413	12.1974016108462	12.2994245616079	11.6283139721984	11.7351816050237	11.7378166013958	11.3910849770283	12.2871033521773	12.1347315563249	12.1038622848624	12.0524829128361	11.4411440364925	11.2879432556164	10.6868053795306	12.0802887392328	12.4229223803625	11.8989798976143	12.4082979166172	12.206046719447	12.9484561910477	11.9520641409242	10.957591187595	12.3417524037355	11.7377639009688	12.3796469131691	11.036951519725	11.8715410234141	12.3065513112005	12.2696329858978	12.1640026576851	11.6821202454238	12.1550240060711	12.1782559415023	12.6051385308279	12.4537307294403	11.8176913879128	11.6503285932076	11.9764628275924	12.5442814664763	11.6396340437296	12.1104089239464	11.9785460175165	12.4467943124203	11.39698800698	11.0631388127876	11.2898583634916	11.7300633454273	12.1307164153468	12.3804170305523	12.1744388833828	11.5247931271971	11.6714832600529	11.9313787094503	11.6163767617853	12.8185915865477	12.03434005139	12.1447291020616	11.3916222905538	11.812873066222
LOC112212453	3.49126311067643	4.31821904883116	4.13785475238263	4.36114483932202	4.52948142332682	4.66000196628867	4.46336801947339	4.39185151115774	4.14979354324678	3.49126311067643	4.69103179489108	4.7922549545527	4.27456270804362	4.64331017061341	5.00743718443757	4.28362511337879	3.49126311067643	4.22479320326815	4.10798722671669	3.49126311067643	4.36112087416992	4.17681065453341	4.0871942128203	4.4532372034951	4.15357693459871	5.06970682805066	4.58999805402569	3.86026504966003	4.13182178623689	3.89433177979107	4.47469028479848	3.9144882050211	4.450280943447	4.0750737370412	4.44954328410331	4.52781882114066	4.35389059313848	4.60188512984424	4.57118005947969	4.33492172918128	4.09824686366107	3.87045129098509	3.86362256861354	4.48124756430116	4.27883480516226	4.11765864089386	3.96262719751937	4.05293753264229	4.16069250087392	4.36684852735839	5.09803346876675	4.26598684744634	3.89880466748473	4.16692109045332	3.49126311067643	4.29695727687028	4.67250345183807	4.08062874392615	4.69979973354321	3.49126311067643	4.02882383990271	4.77133310941847	4.3008385559668	4.59510034402984	4.40905595084041	3.88752837216506	3.92487406825868	3.95372502766342	4.0811754528792	4.74725636351572	4.38234340663703	4.7284743209142	3.84828424316828	4.78998632079402
LOC112212457	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.89091615785624	3.49126311067643	3.84063855523994	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.88650402192683	3.90803109424383	3.86426319242409	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.93110458145482	3.49126311067643	4.32825366882849	3.97888585824332	3.87587696586097	3.84394730458355	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.89920349075774	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.91757591503706	3.49126311067643	4.02599490505598	3.49126311067643	3.49126311067643	3.49126311067643	3.93591691239349	3.49126311067643	3.49126311067643	3.49126311067643	4.11507058906489	3.49126311067643	3.49126311067643	3.49126311067643	4.16692109045332	3.49126311067643	3.49126311067643	3.89478429119753	3.90944594025446	3.49126311067643	3.49126311067643	3.49126311067643	3.95680603184671	3.90001431894941	3.9171773835702	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.99701622328598	3.89481408399204	3.49126311067643	3.49126311067643	3.49126311067643
LOC100745007	6.02772981691745	6.16199967326812	7.62897920369782	7.17860269614914	6.1514641060324	6.46060309316683	6.08056221910121	6.89719526047258	8.25631470139227	6.50259057162709	7.0432149226977	7.36438807655909	7.07155193046375	6.88028829883681	6.45228911615257	7.36810297298698	7.27768113487201	6.94481703919366	6.6663978807289	6.22520467994581	6.67757371288078	6.82859204062534	6.61582443124713	7.22926461687011	7.23931176056839	7.12702146985791	7.51664787350898	7.04973690374382	6.96743899406305	6.81206153883422	6.97239055409853	6.54325374406456	7.16598676532161	5.87286344200092	7.83162095330271	7.48642778814228	7.2783968343977	7.77532578040315	7.62034544637582	6.98110462805666	6.83680747502751	6.36957878768053	6.89915817884255	6.53462678177514	7.71995359444737	7.30776364006722	8.03240919989116	7.2228233097751	8.06887515672832	7.32647507146644	7.16928674459408	7.05319828320087	6.84978357720504	8.35447350126801	7.02375609688595	7.79822308667382	7.220666491928	7.39460199473612	7.26109490681378	6.88073559161643	6.39515552576363	7.12620986428037	6.63475592463066	6.9442672099114	7.20106847449801	7.66434542134862	7.44516814452639	7.26079733182089	7.31256877501295	7.64293954409421	7.50855097174204	6.514504924485	6.42774450725042	6.66739217321581
LOC105680459	3.49126311067643	3.49126311067643	3.49126311067643	4.11094766343778	3.49126311067643	4.02529507354112	3.84063855523994	3.49126311067643	3.49126311067643	4.00125182709198	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	4.01731620689801	4.17957901200372	3.49126311067643	3.86097903360002	3.49126311067643	3.49126311067643	3.49126311067643	4.28045718957137	3.49126311067643	3.49126311067643	3.87587696586097	3.49126311067643	3.49126311067643	3.86026504966003	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.88877031180207	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.92203602582476	3.49126311067643	4.22995515168782	3.90201025345585	3.49126311067643	3.93591691239349	4.15497309744043	4.05293753264229	4.42985474481553	3.49126311067643	3.97714497360811	3.49126311067643	3.89880466748473	3.49126311067643	4.24065462583262	3.89801713563293	3.49126311067643	3.49126311067643	3.49126311067643	4.24551590797592	4.02882383990271	3.49126311067643	3.49126311067643	3.9171773835702	3.49126311067643	4.17340230135157	3.49126311067643	3.95372502766342	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643
LOC117151389	4.69078716413111	5.34493356470995	6.33346403028238	6.1984977718795	5.42623858588989	5.96691973551618	5.50974092251854	5.84304949017936	6.62482040062024	5.72114783765087	5.94527165984316	6.33697298386476	5.1299493574092	5.78564021475332	5.8008877200448	6.59748927244961	5.45239537485	5.78388554177275	5.58571035917126	5.83410838901634	6.24018009009467	5.5106663134196	6.21546729171816	6.40166054282728	6.55937426461808	6.49146662285206	5.86932225227548	5.89655123889228	6.03639434699574	5.11915946431744	6.10055295692807	5.52553509637589	6.59675876947692	5.45537687711209	6.14743172589824	7.25304514591501	6.0704445243394	6.76592580533245	6.61782084778663	5.60202727504988	5.65183672699626	5.1062721345283	6.2296313187577	5.50466458561831	6.89189888232211	6.57682659279461	6.72899997610919	5.6489796924913	6.34567894778091	6.66278743137518	6.56297099888006	5.89211860382669	6.03857844822941	7.09925454830693	6.7988673082403	6.07481207334096	5.86794403675012	6.15261634810105	5.51948769632007	5.52170985525195	6.08776698591572	6.50440763146775	5.69651475703586	6.36037188408105	6.04602477788563	6.34971707376992	6.16807639538102	5.72041301275129	6.40717396521793	6.52868164598434	6.76829182961072	5.5983255863318	5.65650526316599	6.06372000913451
LOC117151390	3.49126311067643	4.13526552606703	4.13785475238263	4.24738282199335	3.89091615785624	4.1434879902837	3.49126311067643	3.89922910357174	4.41482091468219	4.36574688658637	4.430915044556	4.30441862531546	3.88650402192683	4.31640756972677	4.13379555181436	4.28362511337879	3.91289158316917	4.01270928990268	3.9289999199972	4.13805840509769	3.93110458145482	4.05274127210528	4.32825366882849	4.17766075945758	4.253861488164	4.27228187442857	4.42603123810947	4.12698110026626	3.94605076679648	3.49126311067643	4.2992629378129	3.9144882050211	4.52410008769057	3.90547785863546	4.1749787642339	4.30089141559773	3.49126311067643	4.60188512984424	4.1243208756871	3.49126311067643	3.49126311067643	3.87045129098509	4.31496360652916	4.19801498227172	4.59204258689131	4.25551069749329	4.15497309744043	4.05293753264229	4.5362507980502	4.36684852735839	4.32516102686773	4.26598684744634	4.1925697297651	4.43844112426292	4.02410663208099	4.19123172273026	4.18573814993584	4.21063958264772	4.24457988785176	3.93001477567144	4.24721633735361	3.95680603184671	4.19462472458297	4.0914491279581	4.24474554363035	3.88752837216506	3.49126311067643	3.95372502766342	4.31991142455425	4.48801378097578	4.46442755640699	3.49126311067643	3.84828424316828	3.49126311067643
LOC117151388	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643
LOC112212450	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.90983650888505	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643
LOC117151391	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643
LOC112212458	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643
LOC105680460	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643
LOC100745251	4.14544556128736	3.86512582615494	3.49126311067643	3.49126311067643	3.49126311067643	3.86995223426553	3.98416208359139	4.19329080144016	4.14979354324678	3.49126311067643	4.57023732578265	3.49126311067643	3.88650402192683	3.90803109424383	4.46243817115032	4.17957901200372	3.91289158316917	3.49126311067643	3.49126311067643	3.95051479671336	3.93110458145482	3.49126311067643	3.91413679269172	4.32809549057371	3.87587696586097	3.84394730458355	4.0885827015634	3.49126311067643	3.94605076679648	3.49126311067643	4.19324728879542	4.08768600113489	3.49126311067643	3.49126311067643	3.97696311210243	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.91757591503706	3.49126311067643	3.87045129098509	3.86362256861354	4.30471635992765	3.94970377614473	3.93591691239349	4.3006685832139	3.49126311067643	3.96672455041768	3.49126311067643	3.97714497360811	4.04232530747632	3.89880466748473	4.43844112426292	3.49126311067643	4.06462647790241	4.06009838879568	3.49126311067643	4.45675848198837	3.49126311067643	3.49126311067643	3.49126311067643	3.90001431894941	4.0914491279581	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.90983650888505	3.99701622328598	3.89481408399204	3.94039495423551	3.84828424316828	3.96397548995462
LOC117151396	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643
LOC112212467	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.9144882050211	3.49126311067643	4.0750737370412	3.49126311067643	3.49126311067643	3.49126311067643	3.95396622116252	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.96262719751937	3.49126311067643	3.49126311067643	3.93406570281947	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643
LOC100744013	8.76093100160948	8.36154906252648	8.6174181781104	8.61053204595571	8.56977272663181	8.52716308342853	8.66732117047964	8.71284240306286	8.45091651207745	8.84408383917592	8.75603176613217	8.84913898695159	8.78156305675151	8.3997992367871	8.72130328025555	8.42933608948072	8.79743373776569	8.85581742644973	9.04784101294212	8.50104834498211	9.07537043613584	8.86270248061712	8.81496982525719	8.29417232805339	8.84417812765306	8.72349881822785	8.75439712242871	8.89152401911089	8.86819202013749	8.60949994631753	8.49449078777538	8.85725765201355	8.74337628332734	8.67124502749482	8.65932813173069	9.08250962729175	8.81657024479748	8.56666326719108	8.33776772613762	8.72375456308237	8.58406994163479	8.60796939753236	8.69574361779079	8.59430747743127	8.60213253809996	8.64423650144697	8.71234565871352	8.70553541396688	8.84083072884233	8.60135980513386	8.72768409676002	8.90116460796673	8.73161471107003	8.45610884932506	8.96160259708919	8.74760012186042	8.57283553407349	8.86591289109614	8.57665776013567	9.01681973215831	9.11512155902915	8.83940731790701	8.83478417859143	8.82224428292972	8.61627635739509	8.88569362010587	8.91836714637541	8.86858164986374	8.7552277048804	8.49751771344352	8.45773229347087	8.83003929573529	8.66411125131232	8.35156603782188
LOC100740649	8.34137786334949	8.90963671519079	8.8387672400741	8.90829668695266	8.69910399933905	8.89171056492114	8.98496440426728	8.84943697693279	8.69886238583892	8.5091618378698	8.67107229900906	8.8337477735031	8.69545508497114	8.68814539157538	8.65516671797682	8.90050152514246	8.79114283506756	8.68921693747952	8.19623409733418	8.72931197165609	8.67140937995458	8.73703033648502	8.71488034908549	8.74631156172899	8.74216262937538	8.83658798412677	8.63875097152616	8.29923733254782	8.25750332890627	8.68272602300742	8.79145874394706	8.98770031311006	8.78614692563018	8.99812315115152	8.47320683343546	8.52167962977258	8.19641808914488	8.60177638126416	8.65792298663571	8.88042272236451	8.22315152172242	8.61374067802688	8.77484053885625	8.57010574323052	8.57203647526052	8.43554517914532	8.68711333345075	8.86634742008364	8.55885249178444	8.52389481087521	8.37128951590787	8.44829805900945	8.55561544892826	8.53156803300456	8.52409328966885	8.71086746020681	8.61257631828923	8.55132583999979	8.72671811241065	8.46489938809517	8.39412417396557	8.78632831769762	8.89939500238446	8.61248154202506	8.48964602781172	8.26317030369169	8.35814862488112	8.52468240617709	8.55021316886742	8.89266427279142	8.64826924579087	8.77679139012711	8.68611523346386	8.68647534570327
LOC100740769	3.49126311067643	4.01852617503528	4.02065753035321	3.49126311067643	4.17916290897179	3.86995223426553	3.49126311067643	3.89922910357174	3.49126311067643	3.49126311067643	4.04009605840602	3.49126311067643	3.49126311067643	3.49126311067643	4.23120582136679	3.49126311067643	3.91289158316917	3.49126311067643	3.9289999199972	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.97888585824332	3.87587696586097	4.09914555497889	3.49126311067643	3.49126311067643	4.13182178623689	3.89433177979107	4.19324728879542	4.08768600113489	3.88877031180207	3.49126311067643	3.97696311210243	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	3.91757591503706	3.92203602582476	3.49126311067643	3.49126311067643	3.49126311067643	4.27883480516226	3.49126311067643	3.49126311067643	3.49126311067643	3.49126311067643	4.11507058906489	3.49126311067643	3.49126311067643	3.89880466748473	3.97118770695393	4.02410663208099	4.06462647790241	4.06009838879568	3.49126311067643	3.49126311067643	3.49126311067643	4.24721633735361	3.95680603184671	3.49126311067643	3.9171773835702	3.49126311067643	3.49126311067643	3.92487406825868	3.95372502766342	3.49126311067643	3.99701622328598	3.49126311067643	4.12391808703094	3.84828424316828	3.49126311067643
LOC100745571	5.34128053403485	5.0855420625363	4.93591354869819	5.25310122142154	4.52948142332682	4.71392225805304	4.88094481361684	4.68490486742494	4.91777276176239	4.80204989102454	4.430915044556	4.62696845522119	4.9622627161972	4.64331017061341	5.21863191680163	4.83219664053891	4.95348685433728	4.63353793411678	5.15516881299534	4.95700953478616	5.0119071928902	5.35632651657753	4.78909294973696	4.82864067030321	4.88034052040576	4.72784957052399	5.23702598580829	4.91305752506431	5.72166938306487	4.84218126567937	4.55023691455673	4.84928518093992	4.27897365826182	4.63655585598243	5.2131455490079	4.86012623295956	4.99996444981498	4.40527759907793	5.09568045692141	4.73590072586918	4.87198795476785	6.17611693459012	4.64134280845597	4.69265528917863	4.59204258689131	4.97185703223423	5.16699856136637	4.45239445995314	5.28411512517728	4.11507058906489	5.03558321916061	4.57447603163975	4.80188827631806	4.88307924000173	4.85743999272779	5.13271507263632	4.06009838879568	4.49859967064209	5.15676603513256	4.95359769035972	4.66740900872068	4.41075219931124	4.6220854705398	4.73479632716471	5.24749365425979	5.34800195927428	4.61424686328377	4.60132844884466	4.4995103257325	4.95297549321408	5.12093521259048	4.86481683254039	5.01952355707079	5.17135370227498
