C30ECK10	C30ECK11	C30ECK12	C30ECK46	C30ECK47	C30ECK48	C30ECK83	C30ECK84	T30ECK28	T30ECK29	T30ECK64	T30ECK65	T30ECK66	T30ECK100	T30ECK101	T30ECK102
LOC100745280	7.41193173865432	7.91405137784697	7.14072837636746	7.86279304666479	7.60763543459438	7.51794858383666	7.15353238455563	7.58049527238404	7.53755810815737	7.29444323514139	7.38656363352693	7.50315768692132	8.00124721189747	7.4913579772252	7.37742926436647	7.16372155886524
LOC100745398	7.92393738828755	8.23990814886746	8.02475628956102	7.7709234175685	7.90182630117754	7.82744037326049	7.70241205197405	8.21311912208762	7.63749469424695	7.82470722505714	7.56145838451581	7.92685042042358	7.99220984133646	8.11139517862462	8.11131415775449	7.95890524047509
LOC100745518	7.95502248416603	7.62485666001589	7.62570632014344	7.6534582523125	7.68712355926768	7.82744037326049	7.77497357129969	7.75716919757991	7.34937848210314	7.74619329305233	7.88572362249632	7.09989556759188	7.33465696028188	7.41441083006536	7.80930301043309	7.6908156833552
LOC100745641	9.20113657179941	9.14510408641597	9.09528956189684	8.9803293692287	8.89286409011346	9.4577123630739	9.84586898025914	9.34634246730897	9.26470178426088	9.35414096547851	9.34767385659045	8.89268555988421	9.10188645023564	9.19623615468586	8.88771069707459	9.39007980425345
LOC100745764	8.43364667265176	8.28541196427176	8.9677880491523	8.80461549468435	8.88681460781716	8.96743778998057	8.78199668290489	8.43579455692137	8.64959022296975	8.56179866371003	8.65998832744575	8.97197889619075	8.96619501101455	8.54179588001809	8.44594966711303	8.80415437221636
LOC117152260	4.44813904346102	4.44813904346102	4.718657061332	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.84930071084566	4.74436482469649	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.75203707634504
LOC105681188	4.7364392524661	4.75073790146284	4.44813904346102	4.73881805313332	4.75517867235103	4.44813904346102	4.44813904346102	4.78193476278702	4.44813904346102	4.73225856910528	4.44813904346102	4.79613590037267	4.44813904346102	4.44813904346102	4.8631276000377	4.44813904346102
LOC100745881	7.14719424404571	6.6669961200787	7.12450851261679	6.68721883800175	6.87029193827795	7.14409966412006	7.42331798370625	6.64274448331743	7.27639499318095	7.16958688207434	6.79979521291021	6.77476308477022	6.53152832121954	6.39208941145055	6.31271449322923	7.24159229301102
LOC100745999	10.4573223804435	10.3614504629205	10.3875083369642	10.3369747450015	10.2376730808787	10.3591570456683	10.4099798068686	10.514106358184	10.0957658489385	10.1916380053395	10.5786417576599	10.1182068815447	10.5718248266244	10.0584231061337	10.1030706756622	10.2254559754075
LOC105681115	4.7364392524661	4.97036117253701	4.83015298555418	4.73881805313332	4.88154696994086	4.44813904346102	4.89660444401133	4.78193476278702	4.80141848036414	4.93867773852725	4.44813904346102	4.44813904346102	4.83613287491395	4.74381199976549	4.7420842662483	4.87712859105019
LOC100746240	8.58311303772835	8.55781392827216	8.33598874649299	8.28739138637462	7.94346852806151	8.22098288357286	8.3489842069639	8.645507401278	8.20265908898367	8.10139836241036	8.33921998144609	8.20327058753056	8.41978894812891	8.2361776816833	8.2778279503579	8.0362888293056
LOC100746120	5.46798320652904	5.47639209135643	5.50781492906272	5.26090392977369	5.60805031347321	5.46965680310548	5.27899345723723	5.11136493927708	5.14953644956096	5.33407069937812	5.37073240650835	5.29060078891441	5.45708367625952	5.53079887187956	5.52473030203871	5.3939005464258
LOC117151100	9.216085255997	9.42577457626763	9.01586157222136	9.37601429249311	9.52497578606986	9.15070802155808	8.49699135596585	9.47577408343238	8.86076716960338	9.04596630027563	8.84855026041171	9.05754696447246	9.06807648289163	9.21201100940305	9.23382875789176	8.94199676950723
LOC100746595	8.81990706611786	8.78976080959388	8.96110619986943	8.72175273773164	8.61022024339868	8.66276535329322	8.85685638403941	8.74384566628158	8.75024877274011	8.56829088589001	8.77118695970707	8.58664341153191	8.56045435045325	8.43805802401482	8.85968419055597	8.55770704208432
LOC100746477	6.43019237447998	6.6669961200787	6.86469956506406	6.91430582250688	6.36709167158379	6.56863903154874	6.53511972184624	6.71206816917577	6.93836057447231	6.564996873889	7.00685633073588	7.15390285906899	7.04630506620385	7.0957119704535	6.77234089501346	6.7313339931708
LOC100746796	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.76588765928749	4.44813904346102	4.44813904346102	4.73225856910528	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102
LOC100746909	4.44813904346102	4.44813904346102	4.44813904346102	4.73881805313332	4.44813904346102	4.44813904346102	4.44813904346102	4.78193476278702	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102
LOC100747031	7.43434963613059	7.34999041953055	5.85111786461295	7.92266689814389	8.17056043239186	7.30871406658136	8.35370169117622	8.17827327049845	7.37287931143043	7.999025300291	8.02110693835682	7.18013163835659	7.16570686246806	6.19008922912932	6.29473554544627	6.40419562083039
LOC100747149	4.85518440278916	4.87530127105759	4.718657061332	4.44813904346102	4.75517867235103	4.71704872979717	5.21883816858148	4.78193476278702	4.80141848036414	4.93867773852725	4.86633617687803	4.44813904346102	4.44813904346102	4.44813904346102	4.7420842662483	4.75203707634504
LOC105680206	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.73225856910528	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.75203707634504
LOC105680745	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102
LOC100747509	7.33449124720923	8.00413648908955	10.5159501215552	7.13693306566376	7.61504988823781	6.89171621977865	8.63499984734494	9.26049179159939	6.78627266077506	8.53884142555763	7.03848730813931	8.06485335170002	6.53152832121954	6.304340151515	6.54066322557113	7.67006993140669
LOC100740846	7.58196196213076	7.48236437190843	7.04904814248057	7.18285212384477	7.52338599171926	7.48102932824857	7.16452091284003	7.2019383843011	7.31336592516533	7.18690072815171	7.5325680599784	6.70280587103824	7.40514411386614	6.9923200383199	7.11290252576294	7.14354686236412
LOC100747269	5.60737202815284	6.65257142176733	6.54218162693083	5.26090392977369	5.1296428436447	5.46965680310548	5.48186738278065	5.77971522615502	6.23828928267742	5.96216736169535	5.63767300753029	5.47297811076934	5.30565747200678	5.84407544272411	5.78130698318168	5.73242270410118
LOC100747625	12.0148620758428	12.0547797639138	11.9200745366823	12.3843520603234	12.2124080440692	12.3835097775582	12.068476374917	12.1365403138283	12.2241526796058	12.1468361902723	12.2548542057628	12.0824121491368	12.3160573985871	12.1026978313912	12.1062734942114	12.3914903033447
LOC105681239	7.62143508402892	6.85400244920408	7.49454333356316	6.82334379263714	7.45048059830471	7.8468108823064	6.77442622747681	7.05304996115219	8.10896463895586	7.76338847647932	7.94688750071657	6.99993517654798	6.91545422908377	7.26420764446436	7.26894399073176	6.87491521654751
LOC100747747	7.04304617816454	6.8787023410408	6.57946196083579	6.81152777614514	6.99148311458543	6.80276239760264	6.49961764402483	6.8096903522974	6.26541814300579	6.49478247671782	6.68288220229943	6.90799498821081	6.53152832121954	6.82077861184029	6.72138033188108	6.53873389593091
LOC105680549	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.75517867235103	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.74381199976549	4.44813904346102	4.44813904346102
LOC117152225	4.44813904346102	4.44813904346102	4.718657061332	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102
LOC100747990	6.49124019865429	6.16410777361049	6.69655571739404	6.84666773644272	6.43956609741166	6.65139350108772	6.17264111466392	6.56954937019449	6.85599940975811	6.37375030429742	6.6963937432706	6.45970077794725	7.11580112626457	6.85687765274289	6.5104913330712	6.60107190826708
LOC117152250	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102
LOC100748114	8.37760579361947	8.17366313495812	8.71052314367423	8.4582959531347	8.71644767987992	8.41433730363026	8.42713912730673	8.20737025539191	7.89273476173447	8.32147876179367	8.40386114727974	8.45066239728852	8.32966817256225	8.24500084380547	7.96567686157535	8.13500088488622
LOC100748236	8.15989156658826	8.37229028323492	8.15201566328622	8.56751937139421	8.49946375016338	8.34824423248547	7.79603510244055	8.37563180001691	8.26600612513274	8.32915466612712	8.08672087018581	8.1650749153048	8.13854549242176	8.46847211592209	8.44216804824914	8.34034684606553
LOC100748551	6.88685014422028	7.84252526104485	7.66499893413716	6.71302989089262	6.52471179428088	6.61656743086194	7.01431235237958	6.64274448331743	8.37339973790668	7.92474514398261	6.83659207878545	7.3042884823689	7.16570686246806	7.11548483061105	7.05331157196535	6.75861519047771
LOC100748865	4.7364392524661	4.97036117253701	5.10602623614292	4.73881805313332	4.75517867235103	4.71704872979717	5.15305051013199	4.78193476278702	5.14953644956096	4.93867773852725	4.44813904346102	5.29060078891441	5.1162061392614	5.27454778564572	5.16209322455066	5.29698533426354
LOC100740967	5.69996129428507	6.05212988251933	6.96917482201185	5.51324647927919	5.49091589070513	5.32762157090499	6.21856708323261	5.66360789670227	6.59402940323007	6.60536805842299	5.87322274252237	5.79415089403729	6.13395201304423	5.92222661523968	5.6289657320804	6.14910351335281
LOC100748351	8.1102226373124	8.28988362158838	8.43919694742671	8.75189866957742	9.23028849331719	8.69498515665795	8.33473763749742	7.89996418073954	9.06627288846842	8.90454844774749	9.01003506439005	10.3290521460953	8.34390796045458	9.08803309842903	8.57583591189328	9.70462922709328
LOC100748747	4.85518440278916	5.11992593142572	5.62666272633045	5.26090392977369	4.88154696994086	4.82788827686989	5.27899345723723	4.91915637102354	4.946519009954	5.13860354155801	4.86633617687803	5.04801877309456	4.83613287491395	5.10475947050294	5.10097383595388	4.75203707634504
LOC105681011	4.7364392524661	4.87530127105759	4.718657061332	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.80141848036414	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.7420842662483	4.44813904346102
LOC100748985	6.43019237447998	6.53105521411122	6.51671738830478	6.46002928180836	6.67983561539475	6.29777077305456	6.44445111960471	6.09549766310124	5.68670305635347	5.79305394523894	6.21283741023794	6.03924923976382	6.55749622398618	6.12864990458403	6.27649112289597	5.59673244436009
LOC100749106	9.52638630624457	9.17672911130908	9.14131632678116	9.67195791284914	9.88307475703031	9.57178493853313	9.5384509565117	9.45418886561433	9.41421075897871	9.79889196235222	9.55513566231521	10.1654833710274	9.51637007298541	9.67878978124831	9.9496090467801	9.79270856566152
LOC100749660	8.30732291415394	7.90237804805011	8.29394809546001	7.43788357928247	7.55460992233237	7.83715873549308	8.51393468113344	8.42594145826252	8.24729537968268	8.26255632868305	8.05176655504135	7.42914809880778	8.11379014217753	7.81734712884085	8.30308998947871	8.02005746210294
LOC100741204	5.30196402544611	5.11992593142572	5.04955797514531	5.26090392977369	5.19333767579143	5.20125178599852	4.99630544416761	5.18805870299752	4.946519009954	5.24295960540864	4.95943883735196	5.21896985057697	4.99521654714473	5.27454778564572	4.8631276000377	5.05262787117671
LOC100749545	7.47813488856308	6.99584861945873	7.30759199460968	6.90326588872623	7.29215241628575	7.66211400150209	7.38650645763162	7.70890810779963	7.2255147643011	7.2458443356799	7.11942403961759	7.02924957575717	6.58295385257168	7.12526546352679	7.30323505611614	7.14354686236412
LOC100749428	6.39853258039237	6.20610736630063	6.35225432047652	6.39635979760571	6.79197411441296	6.59282371042115	6.56967168817107	6.58823701858029	6.59402940323007	6.45073487435419	6.37818295511956	6.54589599259031	6.60792267031814	6.56608414720212	6.5104913330712	6.60107190826708
LOC100749223	7.13804616592119	7.91405137784697	7.90847815553853	7.98522654491415	7.94931895536536	8.06896626357541	7.2494135208007	8.13044698211941	7.9402512064264	7.76338847647932	7.53984657310028	8.04393412786469	8.47901326374899	8.35092438487412	8.13967192675824	8.28268836509016
LOC117151595	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102	4.44813904346102
